title,mantra
Brihadaranyaka Upanishad,वसिष्ठाय स्वाहेत्यग्नावाज्यस्य हुत्वा मन्थे सम्पातमवनयेत्प्रतिष्ठायै स्वाहेत्यग्नावाज्यस्य हुत्वा मन्थे सम्पातमवनयेत्सम्पदे स्वाहेत्यग्नावाज्यस्य हुत्वा मन्थे सम्पातमवनयेदायतनाय स्वाहेत्यग्नावाज्यस्य हुत्वा मन्थे सम्पातमवनयेत् ।। 5.2.5 ।। 
Brihadaranyaka Upanishad,"अथ प्रतिसृप्याञ्जलौ मन्थमाधाय जपत्यमो नामास्यमा हि ते सर्वमिदँ्  स हि ज्येष्ठः श्रेष्ठो राजाधिपतिः स मा ज्यैष्ठ्य , श्रैष्ठ्य , राज्यमाधिपत्यं गमयत्वहमेवेदँ्  सर्वमसानीति ।। 5.2.6 ।। "
Brihadaranyaka Upanishad,"अथ खल्वेतयर्चा पच्छ आचामति तत्सवितुर्वृणीमह इत्याचामति वयं देवस्य भोजनमित्याचामति श्रेष्ठँ्  सर्वधातममित्याचामति तुरं भगस्य धीमहीति सर्वं पिबति निर्णिज्य क , सं  चमसं वा पश्चादग्नेः संविशति चर्मणि वा स्थण्डिले वा वाचंयमोऽप्रसाहः स यदि स्त्रियं पश्येत्समृद्धं कर्मेति विद्यात् ।। 5.2.7 ।।"
Brihadaranyaka Upanishad,तदेष श्लोको यदा कर्मसु काम्येषु स्त्रियँ्  स्वप्नेषु पश्यति समृद्धिं तत्र जानीयात्तस्मिन्स्वप्ननिदर्शने तस्मिन्स्वप्ननिदर्शने ।। 5.2.8 ।। इति द्वितीयः खण्डः ।। 2 ।।   
Brihadaranyaka Upanishad,"श्वेतकेतुर्हारुणेयः पञ्चालाना , समितिमेयाय त , ह प्रवाहणो जैवलिरुवाच कुमारानुत्वाशिषत्पितेत्यनु हि भगव इति ।। 5.3.1 ।। "
Brihadaranyaka Upanishad,वेत्थ यदितोऽधि प्रजाः प्रयन्तीति न भगव इति वेत्थ यथा पुनरावर्तन्त3 इति न भगव इति वेत्थ पथोर्देवयानस्य पितृयाणस्य च व्यावर्तना3 इति न भगव इति ।। 5.3.2 ।। 
Brihadaranyaka Upanishad,वेत्थ यथासौ लोको न सम्पूर्यत5.3.3 इति न भगव इति वेत्थ यथा पञ्चम्यामाहुतावापः पुरुषवचसो भवन्तीति नैव भगव इति ।। 5.3.3 ।। 
Brihadaranyaka Upanishad,अथानु किमनुशिष्टोऽवोचथा यो हीमानि न विद्यात्कथँ्  सोऽनुशिष्टो ब्रुवीतेति स हायस्तः पितुरर्धमेयाय तँ्  होवाचाननुशिष्य वाव किल मा भगवानब्रवीदनु त्वाशिषमिति ।। 5.3.4 ।। 
Brihadaranyaka Upanishad,पञ्च मा राजन्यबन्धुः प्रश्नानप्राक्षीत्तेषां नैकञ्चनाशकं विवक्तुमिति स होवाच यथा मा त्वं तदैतानवदो यथाहमेषां नैकञ्चन वेद यद्यहमिमानवेदिष्यं कथं ते नावक्ष्यमिति ।। 5.3.5 ।। 
Brihadaranyaka Upanishad,"स ह गौतमो राज्ञोऽर्धमेयाय तस्मै ह प्राप्तायार्हाञ्चकार स ह प्रातः सभाग उदेयाय त , होवाच मानुषस्य भगवन्गौतम वित्तस्य वरं वृणीथा इति स होवाच तवैव राजन्मानुषं वित्तं यामेव कुमारस्यान्ते वाचमभाषथास्तामेव मे ब्रूहीति स ह कृच्छ्री बभूव ।। 5.3.6 ।। "
Brihadaranyaka Upanishad,"तँ्  ह चिरं वसेत्याज्ञापयाञ्चकार त , होवाच यथा मा त्वं गौतमवादो यथेयं न प्राक्त्वत्तः पुरा विद्या ब्राह्मणान्गच्छति तस्मादु सर्वेषु लोकेषु क्षत्रस्यैव प्रशासनमभूदिति तस्मै होवाच ।। 5.3.7 ।। इति तृतीयः खण्डः ।। 3 ।।  "
Brihadaranyaka Upanishad,असौ वाव लोको गौतमाग्निस्तस्यादित्य एव समिद्रश्यमयो धूमोऽहरर्चिश्चन्द्रमा अङ्गारा नक्षत्राणि विस्फुलिङ्गाः ।। 5.4.1 ।। 
Brihadaranyaka Upanishad,तस्मिन्नेतस्मिन्नग्नौ देवाः श्रद्धां जुह्वति तस्या आहुतेः सोमो राजा सम्भवति ।। 5.4.2 ।। इति चतुर्थः खण्डः ।। 4 ।। 
Brihadaranyaka Upanishad,पर्जन्यो वाव गौतमाग्निस्तस्य वायुरेव समिदभ्रं धूमो विद्युदर्चिरशनिरङ्गारा हादनयो विस्फुलिङ्गाः ।। 5.5.1 ।। 
Brihadaranyaka Upanishad,"तस्मिन्नेतस्मिन्नग्नौ देवाः सोम , राजानं जुह्वति तस्या आहुतेर्वर्षँ् सम्भवति ।। 5.5.2 ।। इति पञ्चमः खण्डः ।। 5 ।। "
Brihadaranyaka Upanishad,पृथिवी वाव गौतमाग्निस्तस्याः संवत्सर एव समिदाकाशो धूमो रात्रिरर्चिर्दिशोऽङ्गारा अवान्तरदिशो विस्फुलिङ्गाः ।। 5.6.1 ।। 
Brihadaranyaka Upanishad,तस्मिन्नेतस्मिन्नग्नौ देवा वर्षं जुह्वति तस्या आहुतेरन्नँ्  सम्भवति ।। 5.6.2 ।। इति षष्ठः खण्डः ।। 6 ।। 
Brihadaranyaka Upanishad,पुरुषो वाव गोतमाग्निस्तस्य वागेव समित्प्राणो धूमो जिह्वार्चिश्चक्षुरङ्गाराः श्रोत्रं विसुफुलिङ्गाः ।। 5.7.1 ।। 
Brihadaranyaka Upanishad,तस्मिन्नेतस्मिन्नग्नौ देवा अन्नं जुह्वति तस्या आहुते रेतः सम्भवति ।। 5.7.2 ।। इति सप्तमः खण्डः ।। 7 ।। 
Brihadaranyaka Upanishad,योषा वाव गोतमाग्निस्तस्या उपस्थ एव समिद्यदुपमन्त्रयते स धूमो योनिरर्चिर्यदन्तःकरोति तेऽङ्गारा अभिनन्दा विस्फुलिङ्गाः ।। 5.8.1 ।। 
Brihadaranyaka Upanishad,तस्मिन्नेतस्मिन्नग्नौ देवा रेतो जुह्वति तस्या आहुर्तेर्गर्भः सम्भवति ।। 5.8.2 ।। इत्यष्टमः खण्डः ।। 8 ।। 
Brihadaranyaka Upanishad,इति तु पञ्चम्यामाहुतावापः पुरुषवचसो भवन्तीति स उल्बावृतो गर्भो दश ना नव वा मासानन्तः शयित्वा यावद्वाथ जायते ।। 5.9.1 ।। 
Brihadaranyaka Upanishad, स जातो यावदायुषं जीवति तं प्रेतं दिष्टमितोऽग्नय एव हरन्ति यत एवेतो यतः सम्भूतो भवति ।। 5.9.2 ।। इति नवमः खण्डः ।। 9 ।। 
Brihadaranyaka Upanishad,"तद्य इत्थं विदुः ये चेमेऽरण्ये श्रद्धा तप इत्युपासते तेऽर्चिषमभिसम्भवन्त्यर्चिषोऽहरह्न आपूर्यमाणपक्षमापूर्यमाणपक्षाद्यान्षडुदङ्ङेति मासा , स्तान् ।। 5.10.1 ।। "
Brihadaranyaka Upanishad,मासेभ्यः संवत्सरँ्  संवत्सरादादित्यमादित्याञ्चन्द्रमसं चन्द्रमसो विद्युतं तत्पुरुषोऽमानवः स एनान्ब्रह्म गमयत्येष देवयानः पन्था इति ।। 5.10.2 ।।
Brihadaranyaka Upanishad,अथ य इमे ग्राम इष्टापूर्ते दत्तमित्युपासते ते धूममभिसम्भवन्ति धूमाद्रात्रिँ्  रात्रेरपरपक्षमपरपक्षाद्यान् षड्दक्षिणैति मासाँ्   स्तान्नैते संवत्सरभिप्राप्नुवन्ति ।। 5.10.3 ।। 
Brihadaranyaka Upanishad,मासेभ्यः पितृलोकं पितृलोकादाकाशमाकाशाञ्चन्द्रमसमेष सोमो राजा तद्देवानामन्नं तं देवा मक्षयन्ति ।। 5.10.4 ।। 
Brihadaranyaka Upanishad,तस्मिन्यावत्सम्पातमुषित्वाथैतमेवाध्वानं पुनर्निवर्तन्ते यथेतमाकाशमाकाशाद्वायुं वायुर्भूत्वा धूमो भवति धूमो भूत्वाभ्रं भवति ।। 5.10.5 ।। 
Brihadaranyaka Upanishad,अभ्रं भूत्वा मेघो भवति मेघो भूत्वा प्रवर्षति त इह व्रीहियवा ओषधिवनस्पतयस्तिलमाषा इति जायन्तेऽतो वै खलु दुर्निष्प्रपतरं यो यो ह्यन्नमत्ति यो रेतः सिञ्चति तद्भूय एव भवति ।। 5.10.6 ।। 
Brihadaranyaka Upanishad,तद्य इह रमणीयचरणा अभ्याशो ह यत्ते रमणीयां योनिमापद्येरन्ब्राह्मणयोनिं वा क्षत्रिययोनिं वा वैश्ययोनिं वाथ य इह कपूयचरणा अभ्याशो ह यत्ते कपूयां योनिमापद्येरञ्श्वयोनिं वा सूकरयोनिं वा चण्डालयोनिं वा ।। 5.10.7 ।। 
Brihadaranyaka Upanishad,अथैतयोः पथोर्न कतरेणचन तानीमानि क्षुद्राण्यसकृदावर्तीनि भूतानि भवन्ति जायस्व म्रियस्वेत्येतत्तृतीयँ्  स्थानं तेनासौ लोको न सम्पूर्यते तस्माज्जुगुप्सेत तदेष श्लोकः ।। 5.10.8 ।। 
Brihadaranyaka Upanishad,"स्तेनो हिरण्यस्य सरां पिब , श्च गुरोस्तल्पमावसन्ब्रह्महा चैते पतन्ति चत्वारः पञ्चमश्चाचर , स्तैरिति ।। 5.10.9 ।। "
Brihadaranyaka Upanishad,अथ ह य एतानेवं पञ्चाग्नीवेद न सह तैरप्याचरन्पाप्मना लिप्यते शुद्धः पूतः पुण्यलोको भवति य एवं वेद य एवं वेद ।। 5.10.10 ।। इति दशमः खण्डः ।। 5.10.10 ।।  
Brihadaranyaka Upanishad,"प्राचीनशाल औपमन्यवः सत्ययज्ञः पौलुषिरिन्द्रद्युम्नो भाल्लवेयो जनः शार्कराक्ष्यो बुडिल आश्वतराश्विस्ते हैते महाशाला महाश्रोत्रियाः समेत्य मीमा , सां चक्रुः को न आत्मा किं ब्रह्मेति ।। 5.11.1 ।। "
Brihadaranyaka Upanishad,ते ह सम्पादयाञ्चकुरुद्दालको वै भगवन्तोऽयमारुणिः सम्प्रतीममात्मानं वैश्वानरमध्येति तँ्  हन्ताभ्यागच्छामेति तँ्  हाभ्याजग्मुः ।। 5.11.2 ।। 
Brihadaranyaka Upanishad,स ह सम्पादयाञ्चकार प्रक्ष्यन्ति मामिमे महाशाला महाश्रोत्रियास्तेभ्यो न सर्वमिव प्रतिपत्स्ये हन्ताहमन्यमभ्यनुशासानीति ।। 5.11.3 ।। 
Brihadaranyaka Upanishad,"तान्होवाचाश्वपतिर्वै भगवन्तोऽयं कैकेयः सम्प्रतीममात्मानं वैश्वानरमध्येति त , हन्ताभ्यागच्छामेति तँ्  हाभ्याजग्मुः ।। 5.11.4 ।। "
Brihadaranyaka Upanishad,तेभ्यो ह प्राप्तेभ्यः पृथगर्हाणि कारयाञ्चकार स ह प्रातः सञ्जिहान उवाच न मे स्तेनो जनपदे न कदर्यो न मद्यपो नानाहिताग्निर्नाविद्वान्न स्वैरी स्वैरिणी कुतो यक्ष्यमाणो वै भगवन्तोऽहमस्मि यावदेकैकस्मा ऋत्विजे धनं दास्यामि तावद्भगवद्भ्यो दास्यामि वसन्तु भगवन्त इति ।। 5.11.5 ।।
Brihadaranyaka Upanishad,ते होचुर्येन हैवार्थेन पुरुषश्चरेत्तँ्  हैव वदेदात्मानमेवेमं वैश्वानरँ्  सम्प्रत्यध्येषि तमेव नो ब्रूहीति ।। 5.11.6 ।। 
Brihadaranyaka Upanishad,तान्होवाच प्रातर्वः प्रतिवक्तास्मीति ते ह समित्पाणयः पूर्वाह्णे प्रतिचक्रमिरे तान्हानुपनीयैवैतदुवाच ।। 5.11.7 ।। इत्येकादशः खण्डः ।। 11 ।।  
Brihadaranyaka Upanishad,औपमन्यव कं त्वमात्मानमुपास्स इति दिवमेव भगवा राजन्निति होवाचैष वै सुतेजा आत्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्तव सुतं प्रसुतमासुतं कुले दृश्यते ।। 5.12.1 ।। 
Brihadaranyaka Upanishad,अत्म्यन्नं पश्यसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यस्य ब्रह्मवचस कुले य एतमेवमात्मानं वैश्वानरमुपास्ते मूर्धा त्वेष आत्मन इति होवाच मूर्धा ते व्यपतिष्यद्यन्मां नागमिष्य इति ।। 5.12.2 ।। इति द्वादशः खण्डः ।। 15.12.2 ।। 
Brihadaranyaka Upanishad,अथ होवाच सत्ययज्ञं पौलुषिं प्राचीनयोग्य कं त्वमात्मानमुपास्स इत्यादित्यमेव भगवो राजन्निति होवाचैष वै विश्वरूप आत्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्तव बहु विश्वरूपं कुले दृश्यते ।। 5.13.1 ।। 
Brihadaranyaka Upanishad,प्रवृत्तोऽश्वतरीरथो दासीनिष्कोऽत्स्यन्नं पश्यसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यम्य ब्रह्मवर्चसं कुले य एतमेवमात्मानं वैश्वानरमुपाम्ते चक्षुष्ट्वेतदात्मन इति होवाचान्धोऽभविष्यो यन्मां नागमिष्य इति ।। 5.13.2 ।। इति त्रयोदशः खण्डः ।। 13 ।। 
Brihadaranyaka Upanishad,अथ होवाचेन्द्रद्युम्नं भाल्लवेयं वैयाघ्रपद्यं कं त्वमात्मानमुपास्स इति वायुमेव भगवो राजन्निति होवाचैष वै पृथग्वर्त्मात्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्त्वां पृथग्बलय आयन्ति पृथग्रथश्रेणयोऽनुयन्ति ।। 5.14.1 ।।
Brihadaranyaka Upanishad,अत्स्यन्नं पश्यसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यस्य ब्रह्मवर्चसं कुले य एतमेवमात्मानं वैश्वानरमुपास्ते प्राणस्त्वेष आत्मन इति होवाच प्राणस्त उदक्रमिष्यद्यन्मां नागमिष्य इति ।। 5.14.2 ।। इति चतुर्दशः खण्डः ।। 14 ।। 
Brihadaranyaka Upanishad,अथ होवाच जनँ्  शार्कराक्ष्य कं त्वमात्मानमुपास्स इत्याकाशमेव भगवो राजन्निति होवाचैष वै बहुल आत्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्त्वं बहुलोऽसि प्रजया च धनेन च ।। 5.15.1 ।। 
Brihadaranyaka Upanishad,अत्स्यन्नं पश्यसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यस्य ब्रह्मवर्चसं कुले य एतमेवमात्मानं वैश्वानरमुपास्ते सन्देहस्त्वेष आत्मन इति होवाच सन्देहस्ते व्यशीर्यद्यन्मां नागमिष्य इति ।। 5.15.2 ।। इति पञ्चदशः खण्डः ।। 15 ।। 
Brihadaranyaka Upanishad,अथ होवाच बुडिलमाश्वतराश्विं वैयाघ्रपद्य कं त्वमात्मानमुपाम्स इत्यप एव भगवोराजन्निति होवाचैष वै रयिरात्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्त्वँ्  रयिमान्पुष्टिमानसि ।। 5.16.1 ।। 
Brihadaranyaka Upanishad,अत्स्यन्नं पश्यसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यस्य ब्रह्मवर्चसं कुले य एतमेवमात्मानं वैश्वानरमुपास्ते बस्तिस्त्वेष आत्मन इति होवाच बस्तिस्ते व्यभेत्स्द्यन्मां नागमिष्य इति ।। 5.16.2 ।। इति षोडशः खण्डः ।। 16 ।। 
Brihadaranyaka Upanishad,अथ होवाचोद्दालकमारुणिं गौतम कं त्वमात्मानमुपास्स इति पृथिवीमेव भगवो राजन्निति होवाचैष वै प्रतिष्ठात्मा वैश्वानरो यं त्वमात्मानमुपास्से तस्मात्त्वं प्रतिष्ठितोऽसि प्रजया च पशुभिश्च ।। 5.17.1 ।। 
Brihadaranyaka Upanishad,अत्स्यन्नं पशयसि प्रियमत्त्यन्नं पश्यति प्रियं भवत्यस्य ब्रह्मवर्चसं कुले य एतमेवमात्मानं वैश्वानरमुपास्ते पादौ त्वेतावात्मन इति होवाच पादौ ते व्यम्लास्येतां यन्मां नागमिष्य इति ।। 5.17.2 ।। इति सप्तदशः खण्डः ।। 17 ।। 
Brihadaranyaka Upanishad,"तान्होवाचैते वै खलु यूयं पृथगिवेममात्मानं वैश्वानरं विद्वाँ्सोऽन्नमत्थ , यग्त्वेतमेवं प्रादेशमात्रमभिविमानमात्मनं वैश्वानरमुपास्ते स सर्वेषु लोकेषु सर्वेषु भूतेषु सर्वेष्वात्मस्वन्नमत्ति ।। 5.18.1 ।। "
Brihadaranyaka Upanishad,तस्य ह वा एतस्या मनो वैश्वानरस्य मूर्धैव सुतेजाश्चक्षुर्विश्वरूपः प्राणः पृथग्वर्त्मा मा सन्देहो बहुलो बस्तिरेव रयिः पृथिव्येव पादावुर एव वेदिर्लोमानि बर्हिर्हृदयं गार्हपत्यो मनोऽन्वाहार्यपचन आस्यमाहवनीयः ।। 5.18.2 ।। इत्यष्टादशः खण्डः ।। 18 ।।  
Brihadaranyaka Upanishad,"तद्यद्भक्तं प्रथममागच्छेत्तद्धोमीय , स यां प्रथमाममाहुतिं जुहुयात्तां जुहुयात्प्राणाय स्वाहेति प्राणस्तृप्यति ।। 5.19.1 ।। "
Brihadaranyaka Upanishad,प्राणे तृप्यति चक्षुस्तृप्यति चक्षुषि तृप्यत्यादित्यस्तृप्यत्यादित्ये तृप्यति द्यौस्तृप्यति दिवि तृप्यन्त्यां यत्किञ्च द्यौश्चादित्यश्चाधितिष्ठतस्तत्तृप्यति तस्यानु तृप्तिं तृप्यति प्रजया पशुभिरन्नाद्येन तेजसा ब्रह्मवर्चसेनेति ।। 5.19.2 ।। इत्येकोनविंशः खण्डः ।। 19 ।। 
Brihadaranyaka Upanishad,अथ यां द्वितीयां जुंहुयात्तां जुहुयाद्वयानाय स्वाहेति व्यानस्तृप्यति ।। 5.20.1 ।। 
Brihadaranyaka Upanishad,व्याने तृप्यति श्रोत्रं तृप्यति श्रोत्रे तृप्यति चन्द्रमास्तृप्यति चन्द्रमसि तृप्यति दिशस्तृप्यन्ति दिक्षु तृप्यन्तीषु यत्किञ्च दिशश्च चन्द्रमाश्चाधितिष्ठन्ति तत्तृप्यति तस्यानु तृप्तिं तृप्यति प्रजया पशुभिरन्नाद्येन तेजसा ब्रह्मवर्चसेनेति ।। 5.20.2 ।। इति विंशः खण्डः ।। 5.20.20 ।। 
Brihadaranyaka Upanishad,अथ यां तृतीयां जुहुयात्तां जुहुयादपानाय स्वाहेत्यपानस्तृप्यति ।। 5.21.1 ।। 
Brihadaranyaka Upanishad,अपाने तृप्यति वाक्तृप्यति वाचि तृप्यन्त्यामग्निस्तृप्यत्यग्नौ तृप्यति पृथिवी तृप्यतिपृथिव्यां तृप्यन्यां यत्किञ्च पृथिवी चाग्निश्चाधितिष्ठतस्तत्तृप्यति तस्यानु तृप्तिं तृप्यति प्रजया पशुभिरन्नाद्येन तेजसा ब्रह्मवर्चसेनेति ।। 5.21.2 ।। इत्येकविंशः खण्डः ।। 5.21.21 ।।  
Brihadaranyaka Upanishad,अथ यां चतुर्थीं जुहुयात्तां जुहुयात्समानाय स्वाहेति समानस्तृप्यति ।। 5.22.1 ।। 
Brihadaranyaka Upanishad,समाने तृप्यति मनस्तृप्यति मनसि तृप्यति पर्जन्यस्तृप्यति पर्जन्ये तृप्यति विद्युत्तृप्यति विद्युति तृप्यन्त्यां यत्किञ्च विद्युञ्च पर्जन्यश्चाधितिष्ठतस्तत्तृप्यति तम्यानु तृप्तिं तृप्यति प्रजया पशुभिरन्नाद्येन तेजसा ब्रह्मवर्चसेनेति ।। 5.22.2 ।। इति द्वाविंशः खण्डः ।। 5.22.25.22.2 ।। 
Brihadaranyaka Upanishad,अथ यां पञ्चमीं जुहुयात्तां जुहुयादुदानाय स्वाहेत्युदानस्तृप्यति ।। 5.23.1 ।। 
Brihadaranyaka Upanishad,उदाने तृप्यति त्वक्तृप्यति त्वचि तृप्यन्त्यां वायुस्तृप्यति वायौ तृप्यत्याकाशम्तृप्यत्याकाशे तृप्यति यत्किञ्च वायुश्चाकाशश्चाधितिष्ठतस्तत्तृप्यतितस्यानु तृप्तिं तृप्यति प्रजया पशुभिरन्नाद्येन तेजसा ब्रह्मवर्चसेनेति ।।। 5.23.2 ।। इति त्रयोविंशः खण्डः ।। 5.23.23 ।।  
Brihadaranyaka Upanishad,स य इदमविद्वानग्निहोत्रं जुहोति यथाङ्गारानपोह्य भस्मनि जुहुयात्तादृक्तत्स्यात् ।। 5.24.1 ।।
Brihadaranyaka Upanishad,अथ य एतदेवं विद्वानग्निहोत्रं जुहोति तस्य सर्वेषु लोकेषु सर्वेषु भूतेषु सर्वेष्वात्मसु हुतं भवति ।। 5.24.2 ।।
Brihadaranyaka Upanishad,तद्यथेषीकातूलमग्नौ प्रोतं प्रदूयेतैव्ँहास्य सर्वे पाप्मानः प्रदूयन्ते य एतदेवं विद्वानग्निहोत्रं जुहोति ।। 5.24.3 ।।
Brihadaranyaka Upanishad,तस्मादु हैवंविद्यद्यपि चण्डालायोच्छिष्टं प्रयच्छेदात्मनि हैवास्य तद्वैश्वानरे हुत्ँ स्यादिति तदेष श्लोकः ।। 5.24.4 ।।
Brihadaranyaka Upanishad,यथेह क्षुधिता बाला मातरं पर्युपासत एव्ँ सर्वाणि भूतान्यग्निहोत्रमुपासत इत्यग्निहोत्रमुपासत इति ।। 5.24.5 ।।इति चतुर्विंशः खण्डः ।। 24 ।। 
Brihadaranyaka Upanishad,श्वेतकेतुर्हारुणेय आस त्ँ ह पितोवाच श्वेतकेतो वस ब्रह्मचर्यं न वै सोम्यास्मत्कुलीनोऽननूच्य ब्रह्मबन्धुरिव भवतीति ।। 6.1.1 ।।
Brihadaranyaka Upanishad,स ह द्वादशवर्ष उपेत्य चतुर्वि्ँशतिवर्षः सर्वान्वेदानधीत्य महामना अनूचानमानी स्तब्ध एयाय त्ँह पितोवाच ।। 6.1.2 ।।
Brihadaranyaka Upanishad,श्वेतकेतो यन्नु सोम्येदं महामना अनूचानमानी स्तब्धोऽस्युत तमादेशमप्राक्ष्यः येनाश्रुत्ँ श्रुतं भवत्यमतं मतमविज्ञातं विज्ञातमिति कथं नु भगवः स आदेशो भवतीति ।। 6.1.3 ।।
Brihadaranyaka Upanishad,यथा सोम्यैकेन मृत्पिण्डेन सर्वं मृन्मयं विज्ञात्ँ स्याद्वाचारम्भणं विकारो नामधेयं मृत्तिकेत्येव सत्यम् ।। 6.1.4 ।।
Brihadaranyaka Upanishad,यथा सोम्यैकेन लोहमणिना सर्वं लोहमयं विज्ञात्ँ स्याद्वाचारम्भणं विकारो नामधेयं लोहमित्येव सत्यम् ।। 6.1.5 ।।
Brihadaranyaka Upanishad,यथा सोम्यैकेन नखनिकृन्तनेन सर्वं कार्ष्णायसं विज्ञात्ँ स्याद्वाचारम्भणं विकारो नामधेयं कृष्णायसमित्येव सत्यमेव्ँ सोम्य स आदेशो भवतीति ।। 6.1.6 ।।
Brihadaranyaka Upanishad,न वै नूनं भगवन्तस्त एतदवेदिषुर्यद्ध्येतदवेदिष्यन्कथं मे नावक्ष्यन्निति भगवा्ँस्त्वेव मे तद्ब्रवीत्विति तथा सोम्येति होवाच ।। 6.1.7 ।।इति प्रथमः खण्डः ।। 1 ।।  
Brihadaranyaka Upanishad,सदेव सोम्येदमग्र आसीदेकमेवाद्वितीयम् । तद्धैक आहुरसदेवेदमग्र आसीदेकमेवाद्वितीयं तस्मादसतः सज्जायत ।। 6.2.1 ।। 
Brihadaranyaka Upanishad,कुतस्तु खलु सोम्यैवँ्  स्यादिति होवाच कथमसतः सज्जायेतेति । सत्त्वेव सोम्येदमग्र आसीदेकमेवाद्वितीयम् ।। 6.2.2 ।। 
Brihadaranyaka Upanishad,तदैक्षत बहु स्यां प्रजायेयेति तत्तेजोऽसृजत तत्तेज ऐक्षत बहु स्यां प्रजायेयेति तदपोऽसृजत तस्माद्यत्र क्कच शोचति स्वेदते वा पुरुषस्तेजस एव तदध्यापो जायन्ते ।। 6.2.3 ।। 
Brihadaranyaka Upanishad,ता आप ऐक्षन्त बह्व्यः स्याम प्रजायेमहीति ता अन्नमसृजन्त तस्माद्यत्र क्कच वर्षति तदेव भूयिष्ठमन्नं भवत्यद्भ्य एव तदध्यन्नाद्यं जायते ।। 6.2.4 ।। इति द्वितीयः खण्डः ।। 2 ।। 
Brihadaranyaka Upanishad,तेषां खल्वेषां भूतानां त्रीण्येव बीजानि भवन्त्याण्डजं जीवजमुद्भिज्जमिति ।। 6.3.1 ।। 
Brihadaranyaka Upanishad,सेयं देवतैक्षत हन्ताहमिमास्तिस्रो देवता अनेन जीवेनात्मनानुप्रविश्य नामरूपे व्याकरवाणीति ।। 6.3.2 ।। 
Brihadaranyaka Upanishad,तासां त्रिवृतं त्रिवृतमेकैकां करवाणीति सेयं देवतेमास्तिस्रो देवता अनेनैव जीवेनात्मनानुप्रविश्य नामरूपे व्याकरोत् ।। 6.3.3 ।। 
Brihadaranyaka Upanishad,तासां त्रिवृतं त्रिवृतमेकैकामकरोद्यथा तु खलु सोम्येमास्तिस्रो देवतास्रिवृत्त्रिवृदेकैका भवति तन्मे विजानीहीति ।। 6.3.4 ।। इति तृतीयः खण्डः ।। 3 ।। 
Brihadaranyaka Upanishad,यदग्ने रोहितँ् रुपं तेजसस्तद्रूपं यच्छुक्लं तदपां यत्कृष्णं तदन्नस्यापागादग्नेरग्नित्वं वाचारम्भणं विकारो नामधेयं त्रीणि रूपाणीत्येव सत्यम् ।। 6.4.1 ।। 
Brihadaranyaka Upanishad,यदादित्यस्य रोहितँ् रूपं तेजसस्तद्रूपं यच्छुक्लं तदपां यत्कृष्णं तदन्नस्यापागादादित्यादादित्यत्वं वाचारम्भणं विकारो नामधेयं त्रीणि रूपाणीत्येव सत्यम् ।। 6.4.2 ।। 
Brihadaranyaka Upanishad,य़ञ्चन्द्रमसो रोहितँ् रूपं तेजसस्तद्रूपं यच्छुक्लं तदपां यत्कृष्णं तदन्नस्यापागाञ्चन्द्राञ्चन्द्रत्वं वाचारम्भणं विकारो नामधेयं त्रीणि रूपाणीत्येव सत्यम् ।। 6.4.3 ।। 
Brihadaranyaka Upanishad,यद्विद्यतो रोहितँ् रूपं तेजसस्तद्रूपं यच्छुक्लं तदपां यत्कृष्णं तदन्नस्यापागाद्विद्युतो विद्युत्त्वं वाचारम्भणं विकारो नामधेयं त्रीणि रूपाणीत्येव सत्यम् ।। 6.4.4 ।। 
Brihadaranyaka Upanishad,"एतद्ध स्म वै तद्विद्वा , स आहुः पूर्वे महाशाला महाश्रोत्रिया न नोऽद्य कश्चनाश्रुतममतमविज्ञातमुदाहरिष्यतीति ह्येम्भो विदाञ्चक्रुः ।। 6.4.5 ।।"
Brihadaranyaka Upanishad,यदु रोहितमिवाभूदिति तेजसस्तद्रूपमिति तद्विदाञ्चक्रुर्यदु शुक्लमिवाभूदित्यपाँ् रूपमिति तद्विदाञ्चक्रुर्यदु कृष्णमिवाभूदित्यन्नस्य रूपमिति तद्विदाञ्चक्रुः ।। 6.4.6 ।। 
Brihadaranyaka Upanishad,यद्वविज्ञातमिवाभूदित्येतासामेव देवतानाँ् समास इति तद्विदाञ्चक्रुर्यथा खलु नु सोम्येमास्तिस्रो देवताः पुरुषं प्राप्य त्रिवृत्त्रिवृदेकैका भवति तन्मे विजानीहीति ।। 6.4.7 ।। इति चतुर्थः खण्डः ।। 4 ।।  
Brihadaranyaka Upanishad,"अन्नमशितं त्रेधा विधीयते तस्य यः स्थविष्ठो धातुस्तत्पुरीषं भवति यो मध्यमस्तन्मा , सं योऽयणिष्ठस्तन्मनः ।। 6.5.1 ।।"
