title,mantra
Svetashvatra Upanishad,"एष देवो विश्वकर्मा महात्मा सदा जनानां हृदये सन्निविष्टः।,हृदा मनीषा मनसाऽभिक्लृप्तो य एतद् विदुरमृतास्ते भवन्ति।।4.1.17।।"
Karika Upanishad,इति द्वितीयं वैतथ्यप्रकरणं संपूर्णम् ।।
Katha Upanishad,"य इमं परमं गुह्यं श्रावयेत् ब्रह्मसंसदि ।,प्रयतः श्राद्धकाले वा तदानन्त्याय कल्पते ,             तदानन्त्याय कल्पत इति ।। 1.3.17 ।।,।। इति प्रथमेऽध्याये तृतीया वल्ली ।।"
Brihadaranyaka Upanishad,"हन्ताहमेतद्भगवतो वेदानीति विद्धीति होवाचामुष्य लोकस्य का गतिरित्ययं लोक इति होवाचास्य लोकस्य का गतिरिति न प्रतिष्ठां लोकमतिनयेदिति होवाच प्रतिष्ठां वयं लोक , सामाभिस , स्थापयामः प्रतिष्ठास , स्तावँ् हि , सामेति ।। 1.8.7 ।। "
Prasna Upanishad,स यथेमा नद्यः स्यन्दमानाः समुद्रायणाः समुद्रं प्राप्यास्तं गच्छन्ति भिद्येते तासां नामरूपे समुद्र इत्येवं प्रोच्यते। एवमेवास्य परिद्रष्टुरिमाः षोडशकलाः पुरूषायणाः पुरुषं प्राप्यास्तं गच्छन्ति भिद्येते चासां नामरूपे पुरूष इत्येवं प्रोच्यते स एषोऽकलोऽमृतो भवति तदेष श्लोकः।।6.1.5।।
Svetashvatra Upanishad,"यदाऽतमस्तन्न दिवा न रात्रिः न सन्नचासच्छिव एव केवलः।,तदक्षरं तत् सवितुर्वरेण्यं प्रज्ञा च तस्मात् प्रसृता पुराणी।।4.1.18।।"
Karika Upanishad,उपासनाश्रितो धर्मो जाते ब्रह्मणि वर्तते ।प्रागुत्पत्तेरजं सर्वं तेनासौ कृपणः स्मृतः ।। 3.1.1 ।।
Brihadaranyaka Upanishad,तँ् ह प्रवाहणो  जैवलिरुवाचान्तवद्वै किल ते शालवत्य साम यस्त्वेतर्हि ब्रूयान्मूर्धा ते विपतिष्यतीति मूर्धा ते विपतेदिति हन्ताहमेतद्भगवतो वेदानीति विद्धीति होवाच ।। 1.8.8 ।। इत्यष्टमः खण्डः ।। 1.8.8 ।।               
Prasna Upanishad,अरा इव रथनाभौ कला यस्मिन्प्रतिष्ठिताः। तं वेद्यं पुरूषं वेद यथा मा वो मृत्युः परिव्यथा इति।।6.1.6।।
Svetashvatra Upanishad,"नैनमूर्ध्वं न तिर्यञ्चं न मध्ये परिजग्रभत्।,न तस्य प्रतिमा अस्ति यस्य नाम महद् यशः।।4.1.19।।"
Karika Upanishad,अतो वक्ष्याम्यकार्पण्यमजाति समतां गतम् ।यथा न जायते किंचिज्जायमानं समन्ततः ।। 3.1.2 ।।
Brihadaranyaka Upanishad,अस्य लोकम्य का गतिरित्याकाश इति होवाच सर्वाणि ह वा इमानि भूतान्याकाशादेव समुत्पद्यन्त आकाशं प्रत्यम्तं यन्त्याकाशो ह्येवैभ्यो ज्यायानाकाशः परायणम् ।। 1.9.1 ।। 
Prasna Upanishad,तान्होवाचैतावदेवाहमेतत्परं ब्रह्म वेद नातः परमस्तीति।।6.1.7।।
Svetashvatra Upanishad,"न संदृशे तिष्ठति रूपमस्य न चक्षुषा पश्यति कश्चनैनम्।,हृदा हृदिस्थं मनसा य एनमेवं विदुरमृतास्ते भवन्ति।।4.1.20।।"
Karika Upanishad,आत्मा ह्याकाशवज्जीवैर्घटाकाशैरिवोदितः ।घटादिवच्च संघातैर्जातावेतन्निदर्शनम् ।। 3.1.3 ।।
Brihadaranyaka Upanishad,"स एष परोबरीयानुद्गीथः स एषोऽनन्तः परोवरीयो हास्य भवति परोवरीयसो ह लोकाञ्जयति य एतदेवं विद्वान् , परोवरीया , समुद्गीथमुपास्ते , ।। 1.9.2 ।। "
Prasna Upanishad,"ते तमर्चयन्तस्त्वं हि नः पिता योऽस्माकमविद्यायाः परं पारं तारयसीति। नमः परमऋषिभ्यो नमः परमऋषिभ्यः।।6.1.8।।, भद्रं कर्णेभिः , श्रृणुयाम देवा भद्रं पश्येमाक्षभिर्यजत्राः। स्थिरैरङ्गैस्तुष्टुवा्ँसस्तनूभिर्व्यशेम देवहितं यदायुः। स्वस्ति न इन्द्रो वृद्धश्रवाः स्वस्ति नः पूषा विश्ववेदाः। स्वस्ति नस्तार्क्ष्यो अरिष्टनेमिः स्वस्ति नो बृहस्पतिर्दधातु।।, शान्तिः शान्तिः शान्तिः।।,।।इति प्रश्नोपनिषत्समाप्ता।।"
Svetashvatra Upanishad,"अजात इत्येवं कश्चिद्भीरुः प्रपद्यते।,रुद्र यत्ते दक्षिणं मुखं तेन मां पाहि नित्यम्।।4.1.21।।"
Karika Upanishad,घटादिषु प्रलीनेषु घटाकाशादयो यथा ।आकाशे संप्रलीयन्ते तद्वज्जीवा इहात्मनि ।। 3.1.4 ।।
Brihadaranyaka Upanishad,तँ् हैतमतिधन्वा शौनक उदरशाण्डल्यायोक्त्वोवाच यावत्त एनं प्रजांयामुद्गीथं वेदिष्यन्ते परोवरीयो हैभ्यस्तावदस्मिंल्लोके जीवनं भविष्यति ।। 1.9.3 ।।
Prasna Upanishad, सुकेशा च भारद्वाजः शैब्यश्च सत्यकामः सौर्यायणी च गार्ग्यः कौशल्यश्चाश्वलायनो भार्गवो वैदर्भिः कबन्धी कात्यायनस्ते हैते ब्रह्मपरा ब्रह्मनिष्ठाः परं ब्रह्मान्वेषमाणा एष ह वै तत्सर्वं वक्ष्यतीति ते ह समित्पाणयो भगवन्तं पिप्पलादमुपसन्नाः।।1.1.1।।
Svetashvatra Upanishad,मा नस्तोके तनये मा न आयुषि मा नो गोषु मा नो अश्वेषु रीरिषः।  वीरान्मा नो रुद्र भामितोऽवधीर्हविष्मन्तः सदमित्त्वा हवामहे।।4.1.22।।
Karika Upanishad,यथैकस्मिन्घटाकाशे रजोधूमादिभिर्युते ।न सर्वे संप्रयुज्यन्ते तद्वज्जीवाः सुखादिभिः ।। 3.1.5 ।।
Brihadaranyaka Upanishad,तथामुष्मिँल्लोके लोक इति स य एतदेवं विद्वानुपास्ते परोवरीय एव हास्यास्मिंल्लोके जीवनं भवति तथामुष्मिंल्लोके लोक इति लोके लोक इति ।। 1.9.4 ।। इति नवमः खण्डः ।। 9 ।।  
Svetashvatra Upanishad,"द्वे अक्षर ब्रह्मपरे त्वनन्ते विद्याविद्ये निहिते यत्र गूढे।,क्षरं त्वविद्या ह्यमृतं तु विद्या विद्याविद्ये ईशते यस्तु सोऽन्यः।।5.1.1।।"
Karika Upanishad,रूपकार्यसमाख्याश्च भिद्यन्ते तत्र तत्र वै ।आकाशस्य न भेदोऽस्ति तद्वज्जीवेषु निर्णयः ।। 3.1.6 ।।
Brihadaranyaka Upanishad,मटचीहतेषु कुरुष्वाटिक्या सह जाययोषस्तिर्ह चाक्त्रायण इभ्यग्रामे प्रद्राणक उवास ।। 1.10.1 ।। 
Svetashvatra Upanishad,"यो योनिं योनिमधितिष्ठत्येको विश्वानि रूपाणि योनीश्च सर्वाः।,ऋषिं प्रसूतं कपिलं यस्तमग्रे ज्ञानैर्बिभर्ति जायमानं च पश्येत्।।5.1.2।।"
Karika Upanishad,नाकाशस्य घटाकाशो विकारावयवौ यथा ।नैवात्मनः सदा जीवो विकारावयवौ तथा ।। 3.1.7 ।।
Brihadaranyaka Upanishad,"स हेभ्यं कुल्माषान्खादन्तं बिभिक्षे तँ् , होवाच ।  नेतोऽन्ये विद्यन्ते यञ्च ये म इम उपनिहिता इति ।। 1.10.2 ।।"
Svetashvatra Upanishad,"एकैकं जालं बहुधा विकुर्वन्नस्मिन् क्षेत्रे संहरत्येष देवः।,भूयः सृष्ट्वा पतयस्तथेशः सर्वाधिपत्यं कुरुते महात्मा।।5.1.3।।"
Karika Upanishad,यथा भवति बालानां गगनं मलिनं मलैः ।तथा भवत्यबुद्धानामात्मापि मलिनो मलैः ।। 3.1.8 ।।
Brihadaranyaka Upanishad,"एतेषां मे देहीति होवाच तानस्मै प्रददौ हन्तानुपानमित्युच्छिष्टं वै मे पीतँ् , स्यादिति होवाच ।। 1.10.3 ।। "
Svetashvatra Upanishad,"सर्वा दिश ऊर्ध्वमधश्च तिर्यक् प्रकाशयन् भ्राजते यद्वनड्वान्।,एवं स देवो भगवान् वरेण्यो योनिस्वभावानधितिष्ठत्येकः।।5.1.4।।"
Karika Upanishad,मरणे संभवे चैव गत्यागमनयोरपि ।स्थितौ सर्वशरीरेषु चाकाशेनाविलक्षणः ।। 3.1.9 ।।
Brihadaranyaka Upanishad,न स्विदेतेऽप्युच्छिष्टा इति न वा अजीविष्यमिमानखादन्निति होवाच कामो म उदपानमिति ।। 1.10.4 ।।
Svetashvatra Upanishad,"यच्च स्वभावं पचति विश्वयोनिः पाच्यांश्च सर्वान् परिणामयेद् यः।,सर्वमेतद् विश्वमधितिष्ठत्येको गुणांश्च सर्वान् विनियोजयेद् यः।।5.1.5।।"
Karika Upanishad,संघाताः स्वप्नवत्सर्व आत्ममायाविसर्जिताः ।आधिक्ये सर्वसाम्ये वा नोपपत्तिर्हि विद्यते ।। 3.1.10 ।।
Brihadaranyaka Upanishad,स ह खादित्वातिशेषाञ्जायाया आजहार साग्र एव सुभिक्षा बभूव तान्प्रतिगृह्य निदधौ ।। 1.10.5 ।। 
Svetashvatra Upanishad,"तद् वेदगुह्योपनिषत्सु गूढं तद् ब्रह्मा वेदते ब्रह्मयोनिम्।,ये पूर्वं देवा ऋषयश्च तद् विदुस्ते तन्मया अमृता वै बभूवुः।।5.1.6।।"
Karika Upanishad,रसादयो हि ये कोशा व्याख्यातास्तैत्तिरीयके ।तेषामात्मा परो जीवः खं यथा संप्रकाशितः ।। 3.1.11 ।।
Brihadaranyaka Upanishad,"स ह प्रातः सञ्जिहान उवाच यद्बतान्नस्य लभेमहि लभेमहि , धनमात्राँ् , राजासौ यक्ष्यते स मा सर्वैरार्त्िवज्यैर्वृणीतेति ।। 1.10.6 ।। "
Svetashvatra Upanishad,"गुणान्वयोः यः फलकर्मकर्ता कृतस्य तस्यैव स चोपभोक्ता।,स विश्वरूपस्त्रिगुणस्त्रिवर्त्मा प्राणाधिपः संचरति स्वकर्मभिः।।5.1.7।।"
Karika Upanishad,द्वयोर्द्वयोर्मधुज्ञाने परं ब्रह्म प्रकाशितम् ।पृथिव्यामुदरे चैव यथाकाशः प्रकाशितः ।। 3.1.12 ।।
Brihadaranyaka Upanishad,तं जायोवाच हन्त पत इम एव कुल्माषा इति तान्खादित्वामुं यज्ञं विततमेयाय ।। 1.10.7 ।। 
Svetashvatra Upanishad,"अङ्गुष्ठमात्रो रवितुल्यरूपः संकल्पाहंकारसमन्वितो यः।,बुद्धेर्गुणेनात्मगुणेन चैव आराग्रमात्रो ह्यपरोऽपि दृष्टः।।5.1.8।।"
Karika Upanishad,जीवात्मनोरनन्यत्वमभेदेन प्रशस्यते ।नानात्वं निन्द्यते यच्च तदेवं हि समुञ्जसम् ।। 3.1.13 ।।
Brihadaranyaka Upanishad,तत्रोद्गातृ़नास्तावे स्तोष्यमाणानुपोपविवेश स ह प्रस्तोतारमुवाच ।। 1.10.8 ।। 
Svetashvatra Upanishad,"बालाग्रशतभागस्य शतधा कल्पितस्य च।,भागो जीवः स विज्ञेयः स चानन्त्याय कल्पते।।5.1.9।।"
Karika Upanishad,जीवात्मनोः पृथक्त्वं यत्प्रागुत्पत्तेः प्रकीर्तितम् ।भविष्यद्वृत्त्या गौणं तन्मुख्यत्वं हि न युज्यते ।। 3.1.14 ।।
Brihadaranyaka Upanishad,प्रस्तोतर्या देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यसि मूर्धा ते विपतिष्यतीति ।। 1.10.9 ।। 
Svetashvatra Upanishad,"नैव स्त्री न पुमानेष न चैवायं नपुंसकः।,यद्यच्छरीरमादत्ते तेन तेन स युज्यते।।5.1.10।।"
Karika Upanishad,मृल्लोहविस्फुलिङ्गाद्यैः सृष्टिर्या चोदितान्यथा ।उपायः सोऽवताराय नास्ति भेदः कथंचन ।। 3.1.15 ।।
Brihadaranyaka Upanishad,एवमेवोद्गातारमुवाचोद्गातर्या देवतोद्गीथमन्वायत्ता तां चेदविद्वानुद्गास्यसि मूर्धा ते विपतिष्यतीति ।। 1.10.10 ।। 
Svetashvatra Upanishad,"सङ्कल्पनस्पर्शनदृष्टिमोहैर्ग्रासाम्बुवृष्ट्या चात्मविवृद्धिजन्म।,कर्मानुगान्यनुक्रमेण देही स्थानेषु रूपाण्यभिसम्प्रपद्यते।।5.1.11।।"
Karika Upanishad,आश्रमास्त्रिविधा हीनमध्यमोत्कृष्टदृष्टयः ।उपासनोपदिष्टेयं तदर्थमनुकम्पया ।। 3.1.16 ।।
Brihadaranyaka Upanishad,"एवमेव प्रतिहर्तारमुवाच् प्रतिहर्तर्या देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रतिहरिष्यसि मूर्धा ते विपतिष्यतीती ते ह समारतास्तूष्णीमासाञ्चक्रिरे ।। 1.10.11 ।। इति दशमः खण्डः ।। 10 ।। ,  "
Svetashvatra Upanishad,"स्थूलानि सूक्ष्माणि बहूनि चैव रूपाणि देही स्वगुणैर्वृणोति।,क्रियागुणैरात्मगुणैश्च तेषां संयोगहेतुरपरोऽपि दृष्टः।।5.1.12।।"
Karika Upanishad,स्वसिद्धान्तव्यवस्थासु द्वैतिनो निश्चिता दृढम् ।परस्परं विरुध्यन्ते तैरयं न विरुध्यते ।। 3.1.17 ।।
Brihadaranyaka Upanishad,अथ हैनं यजमान उवाच भगवन्तं वा अहं विविदिषाणीत्युषस्तिरस्मि चाक्त्रायण इति होवाच ।। 1.11.1 ।। 
Svetashvatra Upanishad,"अनाद्यनन्तं कलिलस्य मध्ये विश्वस्य स्रष्टारमनेकरूपम्।,विश्वस्यैकं परिवेष्टितारं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।5.1.13।।"
Karika Upanishad,अद्वैतं परमार्थो हि द्वैतं तद्भेद उच्यते ।तेषामुभयथा द्वैतं तेनायं न विरुध्यते ।। 3.1.18 ।।
Brihadaranyaka Upanishad,स होवाच भगवन्तं वा अहमेभिः सर्वैरार्त्िवज्यैः पयैषिषं भगवतो वा अहमवित्त्यान्यानवृषि ।। 1.11.2 ।। 
Svetashvatra Upanishad,"भावग्राह्यमनीडाख्यं भावाभावकरं शिवम्।,कलासर्गकरं देवं ये विदुस्ते जहुस्तनुम्।।5.1.14।।"
Karika Upanishad,मायया भिद्यते ह्येतन्नान्यथाजं कथंचन ।तत्त्वतो भिद्यमाने हि मर्त्यताममृतं व्रजेत् ।। 3.1.19 ।।
Brihadaranyaka Upanishad,"भगवा , स्त्वेव मे सर्वैरार्त्िवज्यैरिति तथेत्यथ तह्येर्त एव समतिसृष्टाः स्तुवतां यावत्त्वेभ्यो धनं दद्यास्तावन्मम दद्या इति तथेति ह यजमान उवाच ।। 1.11.3 ।।"
Svetashvatra Upanishad,"स्वभावमेके कवयो वदन्ति कालं तथान्ये परिमुह्यमानाः।,देवस्यैष महिमा तु लोके येनेदं भ्राम्यते ब्रह्मचक्रम्।।6.1.1।।"
Karika Upanishad,अजातस्यैव भावस्य जातिमिच्छन्ति वादिनः ।अजातो ह्यमृतो भावो मर्त्यतां कथमेष्यति ।। 3.1.20 ।।
Brihadaranyaka Upanishad,अथ हैनं प्रस्तोतोपससाद प्रस्तोतर्या देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.4 ।। 
Svetashvatra Upanishad,"येनावृतं नित्यमिदं हि सर्वं ज्ञः कालकालो गुणी सर्वविद्यः।,तेनेशितं कर्म विवर्तते ह पृथिव्यप्तेजोऽनिलखानि चिन्त्यम्।।6.1.2।।"
Karika Upanishad,न भवत्यमृतं मर्त्यं न मर्त्यममृतं तथा ।प्रकृतेरन्यथाभावो न कथंचिद्भविष्यति ।। 3.1.21 ।।
Brihadaranyaka Upanishad,प्राण इति होवाच सर्वाणि ह वा इमानि भूतानि प्राणमेवाभिसंविशन्ति प्राणमभ्युज्जिहते सैषा देवता प्रस्तावमन्वायत्ता तां चेदविद्वान्प्रस्तोष्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति ।। 1.11.5 ।।
Svetashvatra Upanishad,"तत्कर्म कृत्वा विनिवर्त्य भूयस्तत्त्वस्य तत्त्वेन समेत्य योगम्।,एकेन द्वाभ्यां त्रिभिरष्टभिर्वा कालेन चैवात्मगुणैश्च सूक्ष्मैः।।6.1.3।।"
Karika Upanishad,स्वभावेनामृतो यस्य भावो गच्छति मर्त्यताम् ।कृतकेनामृतस्तस्य कथं स्थास्यति निश्चलः ।। 3.1.22 ।।
Brihadaranyaka Upanishad,अथ हैनमुद्गातोपससादोद्गातर्या देवतोद्गीथमन्वायत्ता तां चेदविद्वानुद्गास्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.6 ।। 
Svetashvatra Upanishad,"आरभ्य कर्माणि गुणान्वितानि भावांश्च सर्वान् विनियोजयेद् यः।,तेषामभावे कृतकर्मनाशः कर्मक्षये याति स तत्त्वतोऽन्यः।।6.1.4।।"
Karika Upanishad,भूततोऽभूततो वापि सृज्यमाने समा श्रुतिः ।निश्चितं युक्तियुक्तं च यत्तद्भवति नेतरत् ।। 3.1.23 ।।
Brihadaranyaka Upanishad,आदित्य इति होवाच सर्वाणि ह वा इमानि भूतान्यादित्यमुञ्चैः सन्तं गायन्ति सैषा देवतोद्गीथमन्वायत्ता तां चेदविद्वानुदगास्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति ।। 1.11.7 ।। 
Svetashvatra Upanishad,"आदिः स संयोगनिमित्तहेतुः परस्त्रिकालादकलोऽपि दृष्टः।,तं विश्वरूपं भवभूतमीड्यं देवं स्वचित्तस्थमुपास्य पूर्वम्।।6.1.5।।"
Karika Upanishad,नेह नानेति चाम्नायादिन्द्रो मायाभिरित्यपि ।अजायमानो बहुधा जायते मायया तु सः ।। 3.1.24 ।।
Brihadaranyaka Upanishad,अथ हैनं प्रतिहर्तोपससाद प्रतिहर्तर्या देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रतिहरिष्यसि मूर्धा ते विपतिष्यतीति मा भगवानवोचत्कतमा सा देवतेति ।। 1.11.8 ।। 
Svetashvatra Upanishad,"स वृक्षकालाकृतिभिः परोऽन्यो यस्मात् प्रपञ्चः परिवर्ततेऽयम्।,धर्मावहं पापनुदं भगेशं ज्ञात्वाऽत्मस्थममृतं विश्वधाम।।6.1.6।।"
Karika Upanishad,संभूतेरपवादाच्च संभवः प्रतिषिध्यते ।को न्वेनं जनयेदिति कारणं प्रतिषिध्यते ।। 3.1.25 ।।
Brihadaranyaka Upanishad,अन्नमिति होवाच सर्वाणि ह वा इमानि भूतान्यन्नमेव प्रतिहरमाणानि जीवन्ति सैषा देवता प्रतिहारमन्वायत्ता तां चेदविद्वान्प्रत्यहरिष्यो मूर्धा ते व्यपतिष्यत्तथोक्तस्य मयेति तथोक्तस्य मयेति ।। 1.11.9 ।। इत्येकादशः खण्डः ।। 11 ।।  
Svetashvatra Upanishad,"तमीश्वराणां परमं महेश्वरं तं देवतानां परमं च दैवतम्।,पतिं पतीनां परमं परस्ताद् विदाम देवं भुवनेशमीड्यम्।।6.1.7।।"
Karika Upanishad,स एष नेति नेतीति व्याख्यातं निह्नुते यतः ।सर्वमग्राह्यभावेन हेतुनाजं प्रकाशते ।। 3.1.26 ।।
Brihadaranyaka Upanishad,अथातः शौव उद्गीथस्तद्ध बको दाल्भ्यो ग्लावो वा मैत्रेयः स्वाध्यायमुद्वव्राज ।। 1.12.1 ।। 
Svetashvatra Upanishad,"न तस्य कार्यं करणं च विद्यते न तत्समश्चाभ्यधिकश्च दृश्यते।,परास्य शक्तिर्विविधैव श्रूयते स्वाभाविकी ज्ञानबलक्रिया च।।6.1.8।।"
Karika Upanishad,सतो हि मायया जन्म युज्यते न तु तत्त्वतः ।तत्त्वतो जायते यस्य जातं तस्य हि जायते ।। 3.1.27 ।।
Brihadaranyaka Upanishad,तस्मै श्वा श्चेतः प्रादुर्बभूव तमन्ये श्वान उपसमेत्योचुरन्नं नो   भगवानाग़ायत्वशनायाम वा इति ।। 1.12.2 ।। 
Svetashvatra Upanishad,"न तस्य कश्चित् पतिरस्ति लोके न चेशिता नैव च तस्य लिङ्गम्।,स कारणं करणाधिपाधिपो न चास्य कश्चिज्जनिता न चाधिपः।।6.1.9।।"
Karika Upanishad,असतो मायया जन्म तत्त्वतो नैव युज्यते ।वन्ध्यापुत्रो न तत्त्वेन मायया वापि जायते ।। 3.1.28 ।।
Brihadaranyaka Upanishad,तान्होवाचेहैव मा प्रातरुपसमीयातेति तद्ध बको दाल्भ्यो ग्लावो वा मैत्रेयः प्रतिपालयाञ्चकार ।। 1.12.3 ।। 
Svetashvatra Upanishad,"यस्तूर्णनाभ इव तन्तुभिः प्रधानजैः स्वभावतः।,देव एकः स्वमावृणोति स नो दधातु ब्रह्माप्ययम्।।6.1.10।।"
Karika Upanishad,यथा स्वप्ने द्वयाभासं स्पन्दते मायया मनः ।तथा जाग्रद्वयाभासं स्पन्दते मायया मनः ।। 3.1.29 ।।
Brihadaranyaka Upanishad,"ते ह यथैवेदं बहिष्पवमानेन स्तोष्यमाणाः स , रब्धाः सर्पन्तीत्येवमाससृपुस्ते ह समुपविश्य हिं चक्रुः ।। 1.12.4 ।। "
Svetashvatra Upanishad,"एको देवः सर्वभूतेषु गूढः सर्वव्यापी सर्वभूतान्तरात्मा।,कर्माध्यक्षः सर्वभूताधिवासः साक्षी चेता केवलो निर्गुणश्च।।6.1.11।।"
Karika Upanishad,अद्वयं च द्वयाभासं मनः स्वप्ने न संशयः ।अद्वयं च द्वयाभासं तथा जाग्रन्न संशयः ।। 3.1.30 ।।
Brihadaranyaka Upanishad,ओ3मदा3मों3 पिबा3मों3 देवो वरुणः प्रजापतिः सविता2न्नमिहा2हरदन्नपते3ऽन्नमिहा2हरा2हरो3मिति ।। 1.12.5 ।। इति द्वादशः खण्डः ।। 12 ।। 
Svetashvatra Upanishad,"एको वशी निष्क्रियाणां बहूनामेकं बीजं बहुधा यः करोति।,तमात्मस्थं येऽनुपश्यन्ति धीरास्तेषां सुखं शाश्वतं नेतरेषाम्।।6.1.12।।"
Karika Upanishad,मनोदृश्यमिदं द्वैतं यत्किंचित्सचराचरम् ।मनसो ह्यमनीभावे द्वैतं नैवोपलभ्यते ।। 3.1.31 ।।
Brihadaranyaka Upanishad,अयं वाव लोको हाउकारो वायुर्हाइकारश्चन्द्रमा अथकारः ।  आत्मेहकारोऽग्रिरीकारः ।। 1.13.1 ।। 
Svetashvatra Upanishad,"नित्यो नित्यानां चेतनश्चेतनानामेको बहूनां यो विदधाति कामान्।,तत्कारणं सांख्ययोगाधिगम्यं ज्ञात्वा देवं मुच्यते सर्वपाशैः।।6.1.13।।"
Karika Upanishad,आत्मसत्यानुबोधेन न संकल्पयते यदा ।अमनस्तां तदा याति ग्राह्याभावे तदग्रहम् ।। 3.1.32 ।।
Brihadaranyaka Upanishad,आदित्य ऊकारो निहव एकारो विश्वेदेवा औहोयिकारः प्रजापतिर्हिङ्कारः प्राणः स्वरोऽन्नं या वाग्विराट् ।। 1.13.2 ।। 
Svetashvatra Upanishad,"न तत्र सूर्यो भाति न चन्द्रतारकं,   नेमा विद्युतो भान्ति कुतोऽयमग्निः।,तमेव भान्तमनुभाति सर्वं,   तस्य भासा सर्वमिदं विभाति।।6.1.14।।"
Karika Upanishad,अकल्पमजं ज्ञानं ज्ञेयाभिन्नं प्रचक्षते ।ब्रह्म ज्ञेयमजं नित्यमजेनाजं विबुध्यते ।। 3.1.33 ।।
Brihadaranyaka Upanishad,अनिरुक्तस्त्रयोदशः स्तोभः सञ्चरो हुङ्कारः ।। 1.13.3 ।। 
Svetashvatra Upanishad,"एको हंसः भुवनस्यास्य मध्ये स एवाग्निः सलिले संनिविष्टः।,तमेव विदित्वा अतिमृत्युमेति नान्यः पन्था विद्यतेऽयनाय।।6.1.15।।"
Brihadaranyaka Upanishad,दुग्धेऽस्मै वाग्दोहं यो वाचो दोहोऽन्नवानन्नादो भवति य एतामेवँ् साम्नामुपनिषदं वेदोपनिषदं वेदेति ।। 1.13.4 ।। इति त्रोदशः खण्डः ।। 13 ।। इति छान्दोग्योपनिषदि प्रथमोऽध्यायः ।। 1 ।। 
Karika Upanishad,निगृहीतस्य मनसो निर्विकल्पस्य धीमतः ।प्रचारः स तु विज्ञेयः सुषुप्तेऽन्यो न तत्समः ।। 3.1.34 ।।
Svetashvatra Upanishad,"स विश्वकृद्विश्वविदात्मयोनिर्ज्ञः कालकालो गुणी सर्वविद्यः।,प्रधानक्षेत्रज्ञपतिर्गुणेशः संसारमोक्षस्थितिबन्धहेतुः।।6.1.16।।"
Karika Upanishad,लीयते हि सुषुप्तौ तन्निगृहीतं न लीयते ।तदेव निर्भयं ब्रह्म ज्ञानालोकं समन्ततः ।। 3.1.35 ।।
Svetashvatra Upanishad,"स तन्मयो ह्यमृत ईशसंस्थो ज्ञः सर्वगो भुवनस्यास्य गोप्ता।,य ईशे अस्य जगतो नित्यमेव नान्यो हेतुर्विद्यत ईशनाय।।6.1.17।।"
Karika Upanishad,अजमनिद्रमस्वप्नमनामकरूपकम् ।सकृद्विभातं सर्वज्ञं नोपचारः कथंचन ।। 3.1.36 ।।
Svetashvatra Upanishad,"यो ब्रह्माणं विदधाति पूर्वं यो वै वेदांश्च प्रहिणोति तस्मै।,त्ँह6.1.18 6.1.18देवमात्मबुद्धिप्रकाशं मुमुक्षुर्वै शरणमहं प्रपद्ये।।6.1.18।।"
Karika Upanishad,सर्वाभिलापविगतः सर्वचिन्तासमुत्थितः ।सुप्रशान्तः सकृज्ज्योतिः समाधिरचलोऽभयः ।। 3.1.37 ।।
Svetashvatra Upanishad,"निष्कलं निष्क्रियं शान्तं निरवद्यं निरञ्जनम्।,अमृतस्य परं सेतुं दग्धेन्धनमिवानलम्।।6.1.19।।"
Karika Upanishad,ग्रहो न तत्र नोत्सर्गश्चिन्ता यत्र न विद्यते ।आत्मसंस्थं तदा ज्ञानमजाति समतां गतम् ।। 3.1.38 ।।
Svetashvatra Upanishad,"यदा चर्मवदाकाशं वेष्टयिष्यन्ति मानवाः।,तदा देवमविज्ञाय दुःखस्यान्तो भविष्यति।।6.1.20।।"
Karika Upanishad,अस्पर्शयोगो वै नाम दुर्दर्शः सर्वयोगिणाम् ।योगिनो बिभ्यति ह्यस्मादभये भयदर्शिनः ।। 3.1.39 ।।
Svetashvatra Upanishad,"तपःप्रभावाद् देवप्रसादाच्च ब्रह्म ह श्वेताश्वतरोऽथ विद्वान्।,अत्याश्रमिभ्यः परमं पवित्रं प्रोवाच सम्यगृषिसघजुष्टम्।।6.1.21।।"
Karika Upanishad,मनसो निग्रहायत्तमभयं सर्वयोगिणाम् ।दुःखक्षयः प्रबोधश्चाप्यक्षया शान्तिरेव च ।। 3.1.40 ।।
Svetashvatra Upanishad,"वेदान्ते परमं गुह्यं पुराकल्पे प्रचोदितम्।,नाप्रशान्ताय दातव्यं नापुत्रायाशिष्याय वा पुनः।।6.1.22।। "
Karika Upanishad,उत्सेक उदधेर्यद्वत्कुशाग्रेणैकबिन्दुना ।मनसो निग्रहस्तद्वद्भवेदपरिखेदतः ।। 3.1.41 ।।
